Obs,Ind,Comp,Pred,Time,N,chunks,frame.size
VJR,AudioSet,CBR320,VJR,Dusk1,95,12,2.5min
D,AudioSet,CBR320,D,Dusk2,89,12,2.5min
D,AudioSet,CBR320,E,Dusk2,5,12,2.5min
D,AudioSet,CBR320,VJR,Dusk2,2,12,2.5min
E,AudioSet,CBR320,D,Dusk2,6,12,2.5min
E,AudioSet,CBR320,E,Dusk2,81,12,2.5min
E,AudioSet,CBR320,VJR,Dusk2,9,12,2.5min
VJR,AudioSet,CBR320,D,Dusk2,1,12,2.5min
VJR,AudioSet,CBR320,E,Dusk2,1,12,2.5min
VJR,AudioSet,CBR320,VJR,Dusk2,94,12,2.5min
D,AudioSet,CBR320,D,Dusk3,96,12,2.5min
D,AudioSet,CBR320,E,Dusk3,0,12,2.5min
D,AudioSet,CBR320,VJR,Dusk3,0,12,2.5min
E,AudioSet,CBR320,D,Dusk3,2,12,2.5min
E,AudioSet,CBR320,E,Dusk3,60,12,2.5min
E,AudioSet,CBR320,VJR,Dusk3,34,12,2.5min
VJR,AudioSet,CBR320,D,Dusk3,0,12,2.5min
VJR,AudioSet,CBR320,E,Dusk3,0,12,2.5min
VJR,AudioSet,CBR320,VJR,Dusk3,96,12,2.5min
D,AudioSet,CBR320,D,Midday1,98,12,2.5min
D,AudioSet,CBR320,E,Midday1,23,12,2.5min
D,AudioSet,CBR320,VJR,Midday1,7,12,2.5min
E,AudioSet,CBR320,D,Midday1,1,12,2.5min
E,AudioSet,CBR320,E,Midday1,84,12,2.5min
E,AudioSet,CBR320,VJR,Midday1,11,12,2.5min
VJR,AudioSet,CBR320,D,Midday1,0,12,2.5min
VJR,AudioSet,CBR320,E,Midday1,0,12,2.5min
VJR,AudioSet,CBR320,VJR,Midday1,72,12,2.5min
D,AudioSet,CBR320,D,Midday2,86,12,2.5min
D,AudioSet,CBR320,E,Midday2,6,12,2.5min
D,AudioSet,CBR320,VJR,Midday2,4,12,2.5min
E,AudioSet,CBR320,D,Midday2,1,12,2.5min
E,AudioSet,CBR320,E,Midday2,94,12,2.5min
E,AudioSet,CBR320,VJR,Midday2,1,12,2.5min
VJR,AudioSet,CBR320,D,Midday2,0,12,2.5min
VJR,AudioSet,CBR320,E,Midday2,10,12,2.5min
VJR,AudioSet,CBR320,VJR,Midday2,86,12,2.5min
D,AudioSet,CBR320,D,Midday3,94,12,2.5min
D,AudioSet,CBR320,E,Midday3,2,12,2.5min
D,AudioSet,CBR320,VJR,Midday3,0,12,2.5min
E,AudioSet,CBR320,D,Midday3,10,12,2.5min
E,AudioSet,CBR320,E,Midday3,86,12,2.5min
E,AudioSet,CBR320,VJR,Midday3,0,12,2.5min
VJR,AudioSet,CBR320,D,Midday3,0,12,2.5min
VJR,AudioSet,CBR320,E,Midday3,0,12,2.5min
VJR,AudioSet,CBR320,VJR,Midday3,96,12,2.5min
D,AudioSet,CBR320,D,Midnight1,96,12,2.5min
D,AudioSet,CBR320,E,Midnight1,0,12,2.5min
D,AudioSet,CBR320,VJR,Midnight1,0,12,2.5min
E,AudioSet,CBR320,D,Midnight1,0,12,2.5min
E,AudioSet,CBR320,E,Midnight1,96,12,2.5min
E,AudioSet,CBR320,VJR,Midnight1,0,12,2.5min
VJR,AudioSet,CBR320,D,Midnight1,0,12,2.5min
VJR,AudioSet,CBR320,E,Midnight1,2,12,2.5min
VJR,AudioSet,CBR320,VJR,Midnight1,94,12,2.5min
D,AudioSet,CBR320,D,Midnight2,96,12,2.5min
D,AudioSet,CBR320,E,Midnight2,0,12,2.5min
D,AudioSet,CBR320,VJR,Midnight2,0,12,2.5min
E,AudioSet,CBR320,D,Midnight2,0,12,2.5min
E,AudioSet,CBR320,E,Midnight2,96,12,2.5min
E,AudioSet,CBR320,VJR,Midnight2,0,12,2.5min
VJR,AudioSet,CBR320,D,Midnight2,0,12,2.5min
VJR,AudioSet,CBR320,E,Midnight2,7,12,2.5min
VJR,AudioSet,CBR320,VJR,Midnight2,89,12,2.5min
D,AudioSet,CBR320,D,Midnight3,96,12,2.5min
D,AudioSet,CBR320,E,Midnight3,0,12,2.5min
D,AudioSet,CBR320,VJR,Midnight3,0,12,2.5min
E,AudioSet,CBR320,D,Midnight3,0,12,2.5min
E,AudioSet,CBR320,E,Midnight3,95,12,2.5min
E,AudioSet,CBR320,VJR,Midnight3,1,12,2.5min
VJR,AudioSet,CBR320,D,Midnight3,0,12,2.5min
VJR,AudioSet,CBR320,E,Midnight3,0,12,2.5min
VJR,AudioSet,CBR320,VJR,Midnight3,96,12,2.5min
D,AudioSet,CBR320,D,Dawn,315,4,2.5min
D,AudioSet,CBR320,E,Dawn,4,4,2.5min
D,AudioSet,CBR320,VJR,Dawn,1,4,2.5min
E,AudioSet,CBR320,D,Dawn,1,4,2.5min
E,AudioSet,CBR320,E,Dawn,256,4,2.5min
E,AudioSet,CBR320,VJR,Dawn,7,4,2.5min
VJR,AudioSet,CBR320,D,Dawn,0,4,2.5min
VJR,AudioSet,CBR320,E,Dawn,34,4,2.5min
VJR,AudioSet,CBR320,VJR,Dawn,238,4,2.5min
D,AudioSet,CBR320,D,Dusk,277,4,2.5min
D,AudioSet,CBR320,E,Dusk,2,4,2.5min
D,AudioSet,CBR320,VJR,Dusk,9,4,2.5min
E,AudioSet,CBR320,D,Dusk,26,4,2.5min
E,AudioSet,CBR320,E,Dusk,191,4,2.5min
E,AudioSet,CBR320,VJR,Dusk,71,4,2.5min
VJR,AudioSet,CBR320,D,Dusk,14,4,2.5min
VJR,AudioSet,CBR320,E,Dusk,1,4,2.5min
VJR,AudioSet,CBR320,VJR,Dusk,273,4,2.5min
D,AudioSet,CBR320,D,Midday,305,4,2.5min
D,AudioSet,CBR320,E,Midday,4,4,2.5min
D,AudioSet,CBR320,VJR,Midday,11,4,2.5min
E,AudioSet,CBR320,D,Midday,10,4,2.5min
E,AudioSet,CBR320,E,Midday,265,4,2.5min
E,AudioSet,CBR320,VJR,Midday,13,4,2.5min
VJR,AudioSet,CBR320,D,Midday,0,4,2.5min
VJR,AudioSet,CBR320,E,Midday,5,4,2.5min
VJR,AudioSet,CBR320,VJR,Midday,259,4,2.5min
D,AudioSet,CBR320,D,Midnight,288,4,2.5min
D,AudioSet,CBR320,E,Midnight,0,4,2.5min
D,AudioSet,CBR320,VJR,Midnight,0,4,2.5min
E,AudioSet,CBR320,D,Midnight,0,4,2.5min
E,AudioSet,CBR320,E,Midnight,283,4,2.5min
E,AudioSet,CBR320,VJR,Midnight,5,4,2.5min
VJR,AudioSet,CBR320,D,Midnight,0,4,2.5min
VJR,AudioSet,CBR320,E,Midnight,4,4,2.5min
VJR,AudioSet,CBR320,VJR,Midnight,284,4,2.5min
D,AudioSet,CBR320,D,Dawn1,143,8,2.5min
D,AudioSet,CBR320,E,Dawn1,1,8,2.5min
D,AudioSet,CBR320,VJR,Dawn1,0,8,2.5min
E,AudioSet,CBR320,D,Dawn1,0,8,2.5min
E,AudioSet,CBR320,E,Dawn1,139,8,2.5min
E,AudioSet,CBR320,VJR,Dawn1,5,8,2.5min
VJR,AudioSet,CBR320,D,Dawn1,0,8,2.5min
VJR,AudioSet,CBR320,E,Dawn1,29,8,2.5min
VJR,AudioSet,CBR320,VJR,Dawn1,115,8,2.5min
D,AudioSet,CBR320,D,Dawn2,169,8,2.5min
D,AudioSet,CBR320,E,Dawn2,2,8,2.5min
D,AudioSet,CBR320,VJR,Dawn2,5,8,2.5min
E,AudioSet,CBR320,D,Dawn2,2,8,2.5min
E,AudioSet,CBR320,E,Dawn2,115,8,2.5min
E,AudioSet,CBR320,VJR,Dawn2,3,8,2.5min
VJR,AudioSet,CBR320,D,Dawn2,0,8,2.5min
VJR,AudioSet,CBR320,E,Dawn2,5,8,2.5min
VJR,AudioSet,CBR320,VJR,Dawn2,123,8,2.5min
D,AudioSet,CBR320,D,Dusk1,135,8,2.5min
D,AudioSet,CBR320,E,Dusk1,4,8,2.5min
D,AudioSet,CBR320,VJR,Dusk1,5,8,2.5min
E,AudioSet,CBR320,D,Dusk1,16,8,2.5min
E,AudioSet,CBR320,E,Dusk1,111,8,2.5min
E,AudioSet,CBR320,VJR,Dusk1,17,8,2.5min
VJR,AudioSet,CBR320,D,Dusk1,2,8,2.5min
VJR,AudioSet,CBR320,E,Dusk1,1,8,2.5min
VJR,AudioSet,CBR320,VJR,Dusk1,141,8,2.5min
D,AudioSet,CBR320,D,Dusk2,144,8,2.5min
D,AudioSet,CBR320,E,Dusk2,0,8,2.5min
D,AudioSet,CBR320,VJR,Dusk2,0,8,2.5min
E,AudioSet,CBR320,D,Dusk2,6,8,2.5min
E,AudioSet,CBR320,E,Dusk2,98,8,2.5min
E,AudioSet,CBR320,VJR,Dusk2,40,8,2.5min
VJR,AudioSet,CBR320,D,Dusk2,0,8,2.5min
VJR,AudioSet,CBR320,E,Dusk2,4,8,2.5min
VJR,AudioSet,CBR320,VJR,Dusk2,140,8,2.5min
D,AudioSet,CBR320,D,Midday1,157,8,2.5min
D,AudioSet,CBR320,E,Midday1,5,8,2.5min
D,AudioSet,CBR320,VJR,Midday1,14,8,2.5min
E,AudioSet,CBR320,D,Midday1,1,8,2.5min
E,AudioSet,CBR320,E,Midday1,130,8,2.5min
E,AudioSet,CBR320,VJR,Midday1,13,8,2.5min
VJR,AudioSet,CBR320,D,Midday1,0,8,2.5min
VJR,AudioSet,CBR320,E,Midday1,1,8,2.5min
VJR,AudioSet,CBR320,VJR,Midday1,119,8,2.5min
D,AudioSet,CBR320,D,Midday2,143,8,2.5min
D,AudioSet,CBR320,E,Midday2,1,8,2.5min
D,AudioSet,CBR320,VJR,Midday2,0,8,2.5min
E,AudioSet,CBR320,D,Midday2,5,8,2.5min
E,AudioSet,CBR320,E,Midday2,139,8,2.5min
E,AudioSet,CBR320,VJR,Midday2,0,8,2.5min
VJR,AudioSet,CBR320,D,Midday2,3,8,2.5min
VJR,AudioSet,CBR320,E,Midday2,3,8,2.5min
VJR,AudioSet,CBR320,VJR,Midday2,138,8,2.5min
D,AudioSet,CBR320,D,Midnight1,144,8,2.5min
D,AudioSet,CBR320,E,Midnight1,0,8,2.5min
D,AudioSet,CBR320,VJR,Midnight1,0,8,2.5min
E,AudioSet,CBR320,D,Midnight1,0,8,2.5min
E,AudioSet,CBR320,E,Midnight1,144,8,2.5min
E,AudioSet,CBR320,VJR,Midnight1,0,8,2.5min
VJR,AudioSet,CBR320,D,Midnight1,0,8,2.5min
VJR,AudioSet,CBR320,E,Midnight1,4,8,2.5min
VJR,AudioSet,CBR320,VJR,Midnight1,140,8,2.5min
D,AudioSet,CBR320,D,Midnight2,144,8,2.5min
D,AudioSet,CBR320,E,Midnight2,0,8,2.5min
D,AudioSet,CBR320,VJR,Midnight2,0,8,2.5min
E,AudioSet,CBR320,D,Midnight2,0,8,2.5min
E,AudioSet,CBR320,E,Midnight2,143,8,2.5min
E,AudioSet,CBR320,VJR,Midnight2,1,8,2.5min
VJR,AudioSet,CBR320,D,Midnight2,0,8,2.5min
VJR,AudioSet,CBR320,E,Midnight2,0,8,2.5min
VJR,AudioSet,CBR320,VJR,Midnight2,144,8,2.5min
D,AudioSet,CBR320,D,Whole Day,1162,None,2.5min
D,AudioSet,CBR320,E,Whole Day,24,None,2.5min
D,AudioSet,CBR320,VJR,Whole Day,30,None,2.5min
E,AudioSet,CBR320,D,Whole Day,29,None,2.5min
E,AudioSet,CBR320,E,Whole Day,993,None,2.5min
E,AudioSet,CBR320,VJR,Whole Day,106,None,2.5min
VJR,AudioSet,CBR320,D,Whole Day,31,None,2.5min
VJR,AudioSet,CBR320,E,Whole Day,38,None,2.5min
VJR,AudioSet,CBR320,VJR,Whole Day,1043,None,2.5min
D,AudioSet,CBR64,D,Dawn1,96,12,2.5min
D,AudioSet,CBR64,E,Dawn1,0,12,2.5min
D,AudioSet,CBR64,VJR,Dawn1,0,12,2.5min
E,AudioSet,CBR64,D,Dawn1,0,12,2.5min
E,AudioSet,CBR64,E,Dawn1,94,12,2.5min
E,AudioSet,CBR64,VJR,Dawn1,2,12,2.5min
VJR,AudioSet,CBR64,D,Dawn1,1,12,2.5min
VJR,AudioSet,CBR64,E,Dawn1,34,12,2.5min
VJR,AudioSet,CBR64,VJR,Dawn1,61,12,2.5min
D,AudioSet,CBR64,D,Dawn2,94,12,2.5min
D,AudioSet,CBR64,E,Dawn2,2,12,2.5min
D,AudioSet,CBR64,VJR,Dawn2,0,12,2.5min
E,AudioSet,CBR64,D,Dawn2,0,12,2.5min
E,AudioSet,CBR64,E,Dawn2,96,12,2.5min
E,AudioSet,CBR64,VJR,Dawn2,0,12,2.5min
VJR,AudioSet,CBR64,D,Dawn2,0,12,2.5min
VJR,AudioSet,CBR64,E,Dawn2,0,12,2.5min
VJR,AudioSet,CBR64,VJR,Dawn2,96,12,2.5min
D,AudioSet,CBR64,D,Dawn3,97,12,2.5min
D,AudioSet,CBR64,E,Dawn3,24,12,2.5min
D,AudioSet,CBR64,VJR,Dawn3,7,12,2.5min
E,AudioSet,CBR64,D,Dawn3,1,12,2.5min
E,AudioSet,CBR64,E,Dawn3,67,12,2.5min
E,AudioSet,CBR64,VJR,Dawn3,4,12,2.5min
VJR,AudioSet,CBR64,D,Dawn3,0,12,2.5min
VJR,AudioSet,CBR64,E,Dawn3,4,12,2.5min
VJR,AudioSet,CBR64,VJR,Dawn3,76,12,2.5min
D,AudioSet,CBR64,D,Dusk1,73,12,2.5min
D,AudioSet,CBR64,E,Dusk1,22,12,2.5min
D,AudioSet,CBR64,VJR,Dusk1,1,12,2.5min
E,AudioSet,CBR64,D,Dusk1,1,12,2.5min
E,AudioSet,CBR64,E,Dusk1,88,12,2.5min
E,AudioSet,CBR64,VJR,Dusk1,7,12,2.5min
VJR,AudioSet,CBR64,D,Dusk1,5,12,2.5min
VJR,AudioSet,CBR64,E,Dusk1,6,12,2.5min
VJR,AudioSet,CBR64,VJR,Dusk1,85,12,2.5min
D,AudioSet,CBR64,D,Dusk2,96,12,2.5min
D,AudioSet,CBR64,E,Dusk2,0,12,2.5min
D,AudioSet,CBR64,VJR,Dusk2,0,12,2.5min
E,AudioSet,CBR64,D,Dusk2,5,12,2.5min
E,AudioSet,CBR64,E,Dusk2,85,12,2.5min
E,AudioSet,CBR64,VJR,Dusk2,6,12,2.5min
VJR,AudioSet,CBR64,D,Dusk2,0,12,2.5min
VJR,AudioSet,CBR64,E,Dusk2,3,12,2.5min
VJR,AudioSet,CBR64,VJR,Dusk2,93,12,2.5min
D,AudioSet,CBR64,D,Dusk3,84,12,2.5min
D,AudioSet,CBR64,E,Dusk3,12,12,2.5min
D,AudioSet,CBR64,VJR,Dusk3,0,12,2.5min
E,AudioSet,CBR64,D,Dusk3,0,12,2.5min
E,AudioSet,CBR64,E,Dusk3,60,12,2.5min
E,AudioSet,CBR64,VJR,Dusk3,36,12,2.5min
VJR,AudioSet,CBR64,D,Dusk3,0,12,2.5min
VJR,AudioSet,CBR64,E,Dusk3,0,12,2.5min
VJR,AudioSet,CBR64,VJR,Dusk3,96,12,2.5min
D,AudioSet,CBR64,D,Midday1,120,12,2.5min
D,AudioSet,CBR64,E,Midday1,4,12,2.5min
D,AudioSet,CBR64,VJR,Midday1,4,12,2.5min
E,AudioSet,CBR64,D,Midday1,1,12,2.5min
E,AudioSet,CBR64,E,Midday1,84,12,2.5min
E,AudioSet,CBR64,VJR,Midday1,11,12,2.5min
VJR,AudioSet,CBR64,D,Midday1,2,12,2.5min
VJR,AudioSet,CBR64,E,Midday1,4,12,2.5min
VJR,AudioSet,CBR64,VJR,Midday1,66,12,2.5min
D,AudioSet,CBR64,D,Midday2,82,12,2.5min
D,AudioSet,CBR64,E,Midday2,3,12,2.5min
D,AudioSet,CBR64,VJR,Midday2,11,12,2.5min
E,AudioSet,CBR64,D,Midday2,2,12,2.5min
E,AudioSet,CBR64,E,Midday2,90,12,2.5min
E,AudioSet,CBR64,VJR,Midday2,4,12,2.5min
VJR,AudioSet,CBR64,D,Midday2,15,12,2.5min
VJR,AudioSet,CBR64,E,Midday2,2,12,2.5min
VJR,AudioSet,CBR64,VJR,Midday2,79,12,2.5min
D,AudioSet,CBR64,D,Midday3,91,12,2.5min
D,AudioSet,CBR64,E,Midday3,5,12,2.5min
D,AudioSet,CBR64,VJR,Midday3,0,12,2.5min
E,AudioSet,CBR64,D,Midday3,6,12,2.5min
E,AudioSet,CBR64,E,Midday3,90,12,2.5min
E,AudioSet,CBR64,VJR,Midday3,0,12,2.5min
VJR,AudioSet,CBR64,D,Midday3,6,12,2.5min
VJR,AudioSet,CBR64,E,Midday3,0,12,2.5min
VJR,AudioSet,CBR64,VJR,Midday3,90,12,2.5min
D,AudioSet,CBR64,D,Midnight1,96,12,2.5min
D,AudioSet,CBR64,E,Midnight1,0,12,2.5min
D,AudioSet,CBR64,VJR,Midnight1,0,12,2.5min
E,AudioSet,CBR64,D,Midnight1,0,12,2.5min
E,AudioSet,CBR64,E,Midnight1,94,12,2.5min
E,AudioSet,CBR64,VJR,Midnight1,2,12,2.5min
VJR,AudioSet,CBR64,D,Midnight1,0,12,2.5min
VJR,AudioSet,CBR64,E,Midnight1,19,12,2.5min
VJR,AudioSet,CBR64,VJR,Midnight1,77,12,2.5min
D,AudioSet,CBR64,D,Midnight2,96,12,2.5min
D,AudioSet,CBR64,E,Midnight2,0,12,2.5min
D,AudioSet,CBR64,VJR,Midnight2,0,12,2.5min
E,AudioSet,CBR64,D,Midnight2,0,12,2.5min
E,AudioSet,CBR64,E,Midnight2,95,12,2.5min
E,AudioSet,CBR64,VJR,Midnight2,1,12,2.5min
VJR,AudioSet,CBR64,D,Midnight2,0,12,2.5min
VJR,AudioSet,CBR64,E,Midnight2,4,12,2.5min
VJR,AudioSet,CBR64,VJR,Midnight2,92,12,2.5min
D,AudioSet,CBR64,D,Midnight3,96,12,2.5min
D,AudioSet,CBR64,E,Midnight3,0,12,2.5min
D,AudioSet,CBR64,VJR,Midnight3,0,12,2.5min
E,AudioSet,CBR64,D,Midnight3,0,12,2.5min
E,AudioSet,CBR64,E,Midnight3,96,12,2.5min
E,AudioSet,CBR64,VJR,Midnight3,0,12,2.5min
VJR,AudioSet,CBR64,D,Midnight3,0,12,2.5min
VJR,AudioSet,CBR64,E,Midnight3,18,12,2.5min
VJR,AudioSet,CBR64,VJR,Midnight3,78,12,2.5min
D,AudioSet,CBR64,D,Dawn,300,4,2.5min
D,AudioSet,CBR64,E,Dawn,19,4,2.5min
D,AudioSet,CBR64,VJR,Dawn,1,4,2.5min
E,AudioSet,CBR64,D,Dawn,0,4,2.5min
E,AudioSet,CBR64,E,Dawn,255,4,2.5min
E,AudioSet,CBR64,VJR,Dawn,9,4,2.5min
VJR,AudioSet,CBR64,D,Dawn,0,4,2.5min
VJR,AudioSet,CBR64,E,Dawn,30,4,2.5min
VJR,AudioSet,CBR64,VJR,Dawn,242,4,2.5min
D,AudioSet,CBR64,D,Dusk,281,4,2.5min
D,AudioSet,CBR64,E,Dusk,6,4,2.5min
D,AudioSet,CBR64,VJR,Dusk,1,4,2.5min
E,AudioSet,CBR64,D,Dusk,9,4,2.5min
E,AudioSet,CBR64,E,Dusk,222,4,2.5min
E,AudioSet,CBR64,VJR,Dusk,57,4,2.5min
VJR,AudioSet,CBR64,D,Dusk,5,4,2.5min
VJR,AudioSet,CBR64,E,Dusk,9,4,2.5min
VJR,AudioSet,CBR64,VJR,Dusk,274,4,2.5min
D,AudioSet,CBR64,D,Midday,298,4,2.5min
D,AudioSet,CBR64,E,Midday,7,4,2.5min
D,AudioSet,CBR64,VJR,Midday,15,4,2.5min
E,AudioSet,CBR64,D,Midday,7,4,2.5min
E,AudioSet,CBR64,E,Midday,265,4,2.5min
E,AudioSet,CBR64,VJR,Midday,16,4,2.5min
VJR,AudioSet,CBR64,D,Midday,15,4,2.5min
VJR,AudioSet,CBR64,E,Midday,9,4,2.5min
VJR,AudioSet,CBR64,VJR,Midday,240,4,2.5min
D,AudioSet,CBR64,D,Midnight,288,4,2.5min
D,AudioSet,CBR64,E,Midnight,0,4,2.5min
D,AudioSet,CBR64,VJR,Midnight,0,4,2.5min
E,AudioSet,CBR64,D,Midnight,0,4,2.5min
E,AudioSet,CBR64,E,Midnight,281,4,2.5min
E,AudioSet,CBR64,VJR,Midnight,7,4,2.5min
VJR,AudioSet,CBR64,D,Midnight,0,4,2.5min
VJR,AudioSet,CBR64,E,Midnight,17,4,2.5min
VJR,AudioSet,CBR64,VJR,Midnight,271,4,2.5min
D,AudioSet,CBR64,D,Dawn1,132,8,2.5min
D,AudioSet,CBR64,E,Dawn1,12,8,2.5min
D,AudioSet,CBR64,VJR,Dawn1,0,8,2.5min
E,AudioSet,CBR64,D,Dawn1,0,8,2.5min
E,AudioSet,CBR64,E,Dawn1,140,8,2.5min
E,AudioSet,CBR64,VJR,Dawn1,4,8,2.5min
VJR,AudioSet,CBR64,D,Dawn1,0,8,2.5min
VJR,AudioSet,CBR64,E,Dawn1,32,8,2.5min
VJR,AudioSet,CBR64,VJR,Dawn1,112,8,2.5min
D,AudioSet,CBR64,D,Dawn2,148,8,2.5min
D,AudioSet,CBR64,E,Dawn2,22,8,2.5min
D,AudioSet,CBR64,VJR,Dawn2,6,8,2.5min
E,AudioSet,CBR64,D,Dawn2,1,8,2.5min
E,AudioSet,CBR64,E,Dawn2,116,8,2.5min
E,AudioSet,CBR64,VJR,Dawn2,3,8,2.5min
VJR,AudioSet,CBR64,D,Dawn2,0,8,2.5min
VJR,AudioSet,CBR64,E,Dawn2,6,8,2.5min
VJR,AudioSet,CBR64,VJR,Dawn2,122,8,2.5min
D,AudioSet,CBR64,D,Dusk1,141,8,2.5min
D,AudioSet,CBR64,E,Dusk1,1,8,2.5min
D,AudioSet,CBR64,VJR,Dusk1,2,8,2.5min
E,AudioSet,CBR64,D,Dusk1,7,8,2.5min
E,AudioSet,CBR64,E,Dusk1,124,8,2.5min
E,AudioSet,CBR64,VJR,Dusk1,13,8,2.5min
VJR,AudioSet,CBR64,D,Dusk1,4,8,2.5min
VJR,AudioSet,CBR64,E,Dusk1,10,8,2.5min
VJR,AudioSet,CBR64,VJR,Dusk1,130,8,2.5min
D,AudioSet,CBR64,D,Dusk2,144,8,2.5min
D,AudioSet,CBR64,E,Dusk2,0,8,2.5min
D,AudioSet,CBR64,VJR,Dusk2,0,8,2.5min
E,AudioSet,CBR64,D,Dusk2,0,8,2.5min
E,AudioSet,CBR64,E,Dusk2,105,8,2.5min
E,AudioSet,CBR64,VJR,Dusk2,39,8,2.5min
VJR,AudioSet,CBR64,D,Dusk2,0,8,2.5min
VJR,AudioSet,CBR64,E,Dusk2,0,8,2.5min
VJR,AudioSet,CBR64,VJR,Dusk2,144,8,2.5min
D,AudioSet,CBR64,D,Midday1,156,8,2.5min
D,AudioSet,CBR64,E,Midday1,4,8,2.5min
D,AudioSet,CBR64,VJR,Midday1,16,8,2.5min
E,AudioSet,CBR64,D,Midday1,1,8,2.5min
E,AudioSet,CBR64,E,Midday1,122,8,2.5min
E,AudioSet,CBR64,VJR,Midday1,21,8,2.5min
VJR,AudioSet,CBR64,D,Midday1,2,8,2.5min
VJR,AudioSet,CBR64,E,Midday1,6,8,2.5min
VJR,AudioSet,CBR64,VJR,Midday1,112,8,2.5min
D,AudioSet,CBR64,D,Midday2,139,8,2.5min
D,AudioSet,CBR64,E,Midday2,5,8,2.5min
D,AudioSet,CBR64,VJR,Midday2,0,8,2.5min
E,AudioSet,CBR64,D,Midday2,7,8,2.5min
E,AudioSet,CBR64,E,Midday2,137,8,2.5min
E,AudioSet,CBR64,VJR,Midday2,0,8,2.5min
VJR,AudioSet,CBR64,D,Midday2,14,8,2.5min
VJR,AudioSet,CBR64,E,Midday2,4,8,2.5min
VJR,AudioSet,CBR64,VJR,Midday2,126,8,2.5min
D,AudioSet,CBR64,D,Midnight1,144,8,2.5min
D,AudioSet,CBR64,E,Midnight1,0,8,2.5min
D,AudioSet,CBR64,VJR,Midnight1,0,8,2.5min
E,AudioSet,CBR64,D,Midnight1,0,8,2.5min
E,AudioSet,CBR64,E,Midnight1,141,8,2.5min
E,AudioSet,CBR64,VJR,Midnight1,3,8,2.5min
VJR,AudioSet,CBR64,D,Midnight1,0,8,2.5min
VJR,AudioSet,CBR64,E,Midnight1,19,8,2.5min
VJR,AudioSet,CBR64,VJR,Midnight1,125,8,2.5min
D,AudioSet,CBR64,D,Midnight2,136,8,2.5min
D,AudioSet,CBR64,E,Midnight2,8,8,2.5min
D,AudioSet,CBR64,VJR,Midnight2,0,8,2.5min
E,AudioSet,CBR64,D,Midnight2,0,8,2.5min
E,AudioSet,CBR64,E,Midnight2,144,8,2.5min
E,AudioSet,CBR64,VJR,Midnight2,0,8,2.5min
VJR,AudioSet,CBR64,D,Midnight2,0,8,2.5min
VJR,AudioSet,CBR64,E,Midnight2,34,8,2.5min
VJR,AudioSet,CBR64,VJR,Midnight2,110,8,2.5min
D,AudioSet,CBR64,D,Whole Day,1162,None,2.5min
D,AudioSet,CBR64,E,Whole Day,30,None,2.5min
D,AudioSet,CBR64,VJR,Whole Day,24,None,2.5min
E,AudioSet,CBR64,D,Whole Day,27,None,2.5min
E,AudioSet,CBR64,E,Whole Day,1010,None,2.5min
E,AudioSet,CBR64,VJR,Whole Day,91,None,2.5min
VJR,AudioSet,CBR64,D,Whole Day,42,None,2.5min
VJR,AudioSet,CBR64,E,Whole Day,60,None,2.5min
VJR,AudioSet,CBR64,VJR,Whole Day,1010,None,2.5min
D,AudioSet,CBR8,D,Dawn1,96,12,2.5min
D,AudioSet,CBR8,E,Dawn1,0,12,2.5min
D,AudioSet,CBR8,VJR,Dawn1,0,12,2.5min
E,AudioSet,CBR8,D,Dawn1,0,12,2.5min
E,AudioSet,CBR8,E,Dawn1,86,12,2.5min
E,AudioSet,CBR8,VJR,Dawn1,10,12,2.5min
VJR,AudioSet,CBR8,D,Dawn1,0,12,2.5min
VJR,AudioSet,CBR8,E,Dawn1,22,12,2.5min
VJR,AudioSet,CBR8,VJR,Dawn1,74,12,2.5min
D,AudioSet,CBR8,D,Dawn2,92,12,2.5min
D,AudioSet,CBR8,E,Dawn2,1,12,2.5min
D,AudioSet,CBR8,VJR,Dawn2,3,12,2.5min
E,AudioSet,CBR8,D,Dawn2,0,12,2.5min
E,AudioSet,CBR8,E,Dawn2,96,12,2.5min
E,AudioSet,CBR8,VJR,Dawn2,0,12,2.5min
VJR,AudioSet,CBR8,D,Dawn2,0,12,2.5min
VJR,AudioSet,CBR8,E,Dawn2,6,12,2.5min
VJR,AudioSet,CBR8,VJR,Dawn2,90,12,2.5min
D,AudioSet,CBR8,D,Dawn3,128,12,2.5min
D,AudioSet,CBR8,E,Dawn3,0,12,2.5min
D,AudioSet,CBR8,VJR,Dawn3,0,12,2.5min
E,AudioSet,CBR8,D,Dawn3,0,12,2.5min
E,AudioSet,CBR8,E,Dawn3,66,12,2.5min
E,AudioSet,CBR8,VJR,Dawn3,6,12,2.5min
VJR,AudioSet,CBR8,D,Dawn3,0,12,2.5min
VJR,AudioSet,CBR8,E,Dawn3,3,12,2.5min
VJR,AudioSet,CBR8,VJR,Dawn3,77,12,2.5min
D,AudioSet,CBR8,D,Dusk1,59,12,2.5min
D,AudioSet,CBR8,E,Dusk1,0,12,2.5min
D,AudioSet,CBR8,VJR,Dusk1,37,12,2.5min
E,AudioSet,CBR8,D,Dusk1,2,12,2.5min
E,AudioSet,CBR8,E,Dusk1,83,12,2.5min
E,AudioSet,CBR8,VJR,Dusk1,11,12,2.5min
VJR,AudioSet,CBR8,D,Dusk1,5,12,2.5min
VJR,AudioSet,CBR8,E,Dusk1,0,12,2.5min
VJR,AudioSet,CBR8,VJR,Dusk1,91,12,2.5min
